"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-11","19.91",,"0.00",,"0.0","0.0",,"108","76",,"  230","  210","29.1","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-12","13.65",,"0.00",,"0.0","0.0",,"102","73",,"  170","  170","31.1","40.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-13","14.32",,"0.00",,"0.0","0.0",,"105","74",,"   80","   70","25.9","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-14","16.78",,"0.00",,"0.0","0.0",,"98","68",,"  110","  110","36.0","42.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-15","11.41",,"1.53",,"0.0","0.0",,"95","62",,"  330","  340","38.0","53.0","    1",,"    1",,"    1",,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-16","17.22",,"0.00",,"0.0","0.0",,"95","64",,"  160","  170","28.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-17","19.69",,"0.00",,"0.0","0.0",,"98","72",,"  210","  210","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-18","14.99",,"0.00",,"0.0","0.0",,"95","69",,"  190","  210","25.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-19","11.86",,"0.00",,"0.0","0.0",,"94","67",,"  170","  180","21.0","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-20","16.78",,"0.00",,"0.0","0.0",,"96","71",,"  200","  210","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-21","16.55",,"0.00",,"0.0","0.0",,"98","72",,"  220","  210","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-22","14.32",,"0.00",,"0.0","0.0",,"99","69",,"  170","  160","23.0","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-23","14.99",,"0.00",,"0.0","0.0",,"99","66",,"  170","  220","23.0","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-24","11.41",,"0.00",,"0.0","0.0",,"100","69",,"  130","  150","23.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-25","8.05",,"0.00",,"0.0","0.0",,"95","68",,"  120","  120","25.1","31.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-26","9.62",,"0.00",,"0.0","0.0",,"97","66",,"  110","  110","31.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-27","9.40",,"0.20",,"0.0","0.0",,"92","65",,"  360","  360","38.0","47.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-28","8.95",,"0.00",,"0.0","0.0",,"95","60",,"  150","  120","17.0","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-29","15.43",,"1.60",,"0.0","0.0",,"90","63",,"  320","  350","36.9","49.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-30","14.32",,"0.17",,"0.0","0.0",,"93","64",,"  160","  170","25.1","30.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-07-31","14.32",,"0.00",,"0.0","0.0",,"94","67",,"  270","  270","23.9","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-01","14.99",,"0.00",,"0.0","0.0",,"96","70",,"  200","  170","28.0","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-02","12.30",,"0.00",,"0.0","0.0",,"96","69",,"  290","  280","25.9","36.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-03","9.40",,"0.00",,"0.0","0.0",,"94","66",,"  240","  240","21.9","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-04","15.21",,"0.00",,"0.0","0.0",,"98","72",,"  360","  360","25.9","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-05","8.50",,"0.00",,"0.0","0.0",,"94","66",,"  150","  150","23.0","28.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-06","11.63",,"0.00",,"0.0","0.0",,"95","68",,"  170","  160","21.9","25.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-07","11.63",,"0.04",,"0.0","0.0",,"96","69",,"  350","  190","23.9","31.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-08","15.43",,"0.18",,"0.0","0.0",,"96","65",,"  110","  110","29.1","35.1","    1",,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-09","13.20",,"0.32",,"0.0","0.0",,"89","65",,"  150","  150","32.0","38.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-10","16.78",,"0.00",,"0.0","0.0",,"95","69",,"  160","  160","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-11","12.08",,"1.05",,"0.0","0.0",,"96","69",,"  200","  200","46.1","59.1","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-12","13.42",,"0.00",,"0.0","0.0",,"89","67",,"   30","   30","30.0","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-13","9.62",,"0.00",,"0.0","0.0",,"88","61",,"   40","   70","21.9","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-14","6.71",,"0.00",,"0.0","0.0",,"83","58",,"  100","   90","15.0","19.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-15","9.62",,"0.00",,"0.0","0.0",,"88","58",,"  130","  130","17.0","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-16","10.07",,"0.00",,"0.0","0.0",,"90","57",,"  130","  110","17.0","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-17","9.40",,"0.00",,"0.0","0.0",,"90","57",,"  140","  130","18.1","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-18","10.51",,"0.00",,"0.0","0.0",,"90","62",,"  150","  150","21.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-19","9.40",,"0.77",,"0.0","0.0",,"91","64",,"  270","  250","28.0","44.1","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-20","9.40",,"0.49",,"0.0","0.0",,"70","59",,"  340","  350","25.1","31.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-21","9.40",,"0.00",,"0.0","0.0",,"79","57",,"  150","  150","18.1","21.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-22","14.99",,"0.00",,"0.0","0.0",,"86","60",,"  160","  160","23.9","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-23","17.67",,"0.00",,"0.0","0.0",,"94","67",,"  180","  180","30.0","36.9","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-24","12.97",,"0.00",,"0.0","0.0",,"88","68",,"  170","  170","28.0","32.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-25","8.05",,"0.20",,"0.0","0.0",,"82","60",,"  110","  130","38.9","51.0","    1",,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-26","10.51",,"0.08",,"0.0","0.0",,"84","60",,"  180","  180","21.0","25.1","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-27","12.08",,"0.00",,"0.0","0.0",,"88","60",,"  160","  210","19.9","25.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-28","9.62",,"0.00",,"0.0","0.0",,"86","66",,"  140","  140","25.9","34.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-29","5.82",,"0.28",,"0.0","0.0",,"77","64",,"  120","  130","19.9","23.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-30","5.59",,"0.69",,"0.0","0.0",,"71","64",,"  340","  340","15.0","19.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-08-31","4.70",,"0.00",,"0.0","0.0",,"74","64",,"  280","  300","12.1","15.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-01","7.16",,"0.00",,"0.0","0.0",,"81","63",,"  100","  110","15.0","17.0","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-02","10.07",,"0.00",,"0.0","0.0",,"81","65",,"  150","  160","18.1","21.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-03","16.78",,"0.00",,"0.0","0.0",,"86","65",,"  160","  180","25.1","31.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-04","19.24",,"0.00",,"0.0","0.0",,"84","66",,"  150","  170","29.1","36.0","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-05","21.47",,"0.00",,"0.0","0.0",,"88","66",,"  170","  150","29.1","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-06","16.55",,"0.68",,"0.0","0.0",,"87","65",,"  190","  200","31.1","38.9","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-07","17.00",,"0.00",,"0.0","0.0",,"86","67",,"  200","  230","25.9","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-08","14.99",,"0.00",,"0.0","0.0",,"89","68",,"  200","  190","23.0","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-09","11.63",,"0.00",,"0.0","0.0",,"90","62",,"   20","   20","42.9","55.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-10","10.96",,"0.00",,"0.0","0.0",,"77","54",,"   30","   30","35.1","42.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-11","16.78",,"0.00",,"0.0","0.0",,"86","57",,"  210","  220","25.9","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-12","17.22",,"0.00",,"0.0","0.0",,"89","67",,"  200","  190","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-13","10.96",,"0.00",,"0.0","0.0",,"70","57",,"  350","  360","18.1","21.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-14","11.41",,"0.06",,"0.0","0.0",,"71","58",,"  150","  150","25.9","31.1","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-15","12.75",,"0.08",,"0.0","0.0",,"84","62",,"  180","  190","29.1","38.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-16","8.50",,"0.00",,"0.0","0.0",,"82","55",,"  180","  180","17.0","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-17","7.38",,"0.00",,"0.0","0.0",,"80","58",,"  310","  340","23.0","32.0","    1","    1","    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-18","11.86",,"0.00",,"0.0","0.0",,"93","62",,"  270","  220","21.0","25.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-19","11.86",,"0.00",,"0.0","0.0",,"93","56",,"  160","  180","19.9","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-20","12.97",,"0.00",,"0.0","0.0",,"92","62",,"  170","  180","23.9","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-21","17.67",,"0.00",,"0.0","0.0",,"89","67",,"  170","  170","29.1","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-22","15.88",,"0.00",,"0.0","0.0",,"88","62",,"  170","  190","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-23","19.69",,"0.00",,"0.0","0.0",,"86","62",,"  170","  170","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-24","11.41",,"0.00",,"0.0","0.0",,"86","58",,"  170","  170","25.1","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-25","14.99",,"0.00",,"0.0","0.0",,"75","53",,"   20","   20","33.1","40.0","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-26","7.61",,"0.00",,"0.0","0.0",,"74","46",,"   60","   60","14.1","19.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-27","7.38",,"0.00",,"0.0","0.0",,"83","46",,"  210","  240","12.1","16.1",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-28","8.28",,"0.00",,"0.0","0.0",,"88","52",,"   80","   80","16.1","19.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-29","9.40",,"0.00",,"0.0","0.0",,"77","49",,"  120","  120","15.0","17.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-09-30","14.32",,"0.00",,"0.0","0.0",,"82","48",,"  160","  170","23.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-01","13.65",,"0.00",,"0.0","0.0",,"85","52",,"  180","  190","25.1","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-02","14.32",,"0.00",,"0.0","0.0",,"87","55",,"  170","  180","25.1","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-03","21.03",,"0.00",,"0.0","0.0",,"87","56",,"  180","  160","38.0","47.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-04","14.32",,"0.00",,"0.0","0.0",,"83","55",,"  180","  180","30.0","38.0",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-05","8.95",,"0.00",,"0.0","0.0",,"83","42",,"  190","  220","19.9","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-06","13.87",,"0.00",,"0.0","0.0",,"87","46",,"   20","   20","25.9","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-07","11.86",,"0.00",,"0.0","0.0",,"70","36",,"   10","   10","23.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-08","10.51",,"0.00",,"0.0","0.0",,"73","40",,"  190","  160","18.1","23.9","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-09","12.97",,"0.00",,"0.0","0.0",,"68","54",,"  170","  180","21.9","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-10","13.65",,"0.00",,"0.0","0.0",,"87","56",,"  240","  230","25.1","32.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-11","14.09",,"0.00",,"0.0","0.0",,"93","54",,"  240","  220","25.9","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-12","14.54",,"0.00",,"0.0","0.0",,"69","44",,"   10","  360","30.0","36.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-13","9.62",,"0.13",,"0.0","0.0",,"66","45",,"  210","  210","19.9","25.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-14","18.34",,"0.00",,"0.0","0.0",,"80","57",,"  200","  190","28.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-15","15.43",,"0.00",,"0.0","0.0",,"95","55",,"  270","  230","23.9","30.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-16","15.88",,"0.00",,"0.0","0.0",,"98","52",,"  230","  240","30.0","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-17","19.91",,"0.00",,"0.0","0.0",,"96","59",,"  220","  210","36.9","50.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-18","10.74",,"0.00",,"0.0","0.0",,"76","47",,"   20","  360","21.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-19","10.51",,"0.00",,"0.0","0.0",,"73","45",,"   20","   10","18.1","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-20","9.62",,"0.00",,"0.0","0.0",,"66","42",,"  350","   20","17.0","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-21","15.88",,"0.00",,"0.0","0.0",,"78","40",,"  210","  210","29.1","36.0",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-22","14.99",,"0.00",,"0.0","0.0",,"87","45",,"  200","  200","25.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-23","10.07",,"0.00",,"0.0","0.0",,"82","49",,"  220","  220","21.9","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-24","9.62",,"0.00",,"0.0","0.0",,"81","45",,"  180","  180","18.1","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-25","16.55",,"0.00",,"0.0","0.0",,"80","59",,"  190","  190","25.1","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-26","12.30",,"0.00",,"0.0","0.0",,"82","52",,"   20","  220","21.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-27","10.07",,"0.00",,"0.0","0.0",,"82","48",,"  170","  170","18.1","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-28","16.55",,"0.00",,"0.0","0.0",,"87","53",,"  220","  220","31.1","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-29","13.42",,"0.00",,"0.0","0.0",,"91","57",,"  230","  230","23.0","29.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-30","11.41",,"0.00",,"0.0","0.0",,"71","47",,"  160","   10","17.0","21.0","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-10-31","17.67",,"0.00",,"0.0","0.0",,"87","54",,"  230","  210","29.1","40.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-01","7.83",,"0.00",,"0.0","0.0",,"83","52",,"  240","  240","16.1","21.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-02","9.40",,"0.01",,"0.0","0.0",,"71","51",,"  360","  340","18.1","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-03","7.83",,"0.00",,"0.0","0.0",,"68","47",,"   20","   20","17.0","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-04","6.93",,"0.00",,"0.0","0.0",,"71","41",,"  120","  130","14.1","19.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-05","11.41",,"0.30",,"0.0","0.0",,"65","45",,"  150","  160","25.9","34.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-06","12.30",,"0.74",,"0.0","0.0",,"65","53",,"  130","  140","23.0","27.1","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-07","7.16",,"0.00",,"0.0","0.0",,"63","48",,"  150","  150","19.9","21.9","    1","    1",,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-08","16.11",,"0.00",,"0.0","0.0",,"64","38",,"   10","  360","29.1","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-09","6.26",,"0.00",,"0.0","0.0",,"60","33",,"  190","  150","12.1","17.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-10","10.96",,"0.00",,"0.0","0.0",,"69","38",,"  230","  230","21.9","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-11","11.41",,"0.00",,"0.0","0.0",,"63","37",,"  360","   10","21.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-12","6.26",,"0.00",,"0.0","0.0",,"58","31",,"  160","  160","14.1","17.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-13","9.62",,"0.00",,"0.0","0.0",,"71","39",,"  220","  230","23.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-14","8.72",,"0.00",,"0.0","0.0",,"73","43",,"  260","  300","16.1","19.9",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-15","8.28",,"0.00",,"0.0","0.0",,"82","42",,"  160","  160","14.1","17.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-16","15.21",,"0.00",,"0.0","0.0",,"83","44",,"  200","  200","30.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-17","19.46",,"0.00",,"0.0","0.0",,"80","45",,"  210","  210","38.9","49.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-18","17.45",,"0.00",,"0.0","0.0",,"50","28",,"  330","  340","31.1","40.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-19","14.32",,"0.00",,"0.0","0.0",,"56","19",,"  190","  190","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-20","11.86",,"0.00",,"0.0","0.0",,"78","38",,"  220","  220","25.9","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-21","9.62",,"0.00",,"0.0","0.0",,"72","40",,"  260","  230","21.0","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-22","21.03",,"0.05",,"0.0","0.0",,"67","41",,"  260","  260","32.0","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-23","10.07",,"0.00",,"0.0","0.0",,"59","34",,"  310","  300","17.0","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-24","13.87",,"0.00",,"0.0","0.0",,"65","34",,"  360","  350","23.9","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-25","7.38",,"0.00",,"0.0","0.0",,"59","28",,"  180","  170","13.0","14.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-26","14.99",,"0.00",,"0.0","0.0",,"61","31",,"  190","  200","23.9","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-27","21.47",,"0.00",,"0.0","0.0",,"67","40",,"  250","  240","36.9","48.1","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-28","20.80",,"0.00",,"0.0","0.0",,"59","36",,"  250","  260","35.1","44.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-29","11.18",,"0.00",,"0.0","0.0",,"54","27",,"   30","   30","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-11-30","10.29",,"0.00",,"0.0","0.0",,"53","20",,"  220","  200","25.9","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-01","7.61",,"0.00",,"0.0","0.0",,"52","21",,"  340","  310","14.1","16.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-02","11.41",,"0.07",,"0.0","0.0",,"51","24",,"   60","   80","19.9","23.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-03","5.37",,"0.08",,"0.0","0.0",,"39","33",,"   60","   60","18.1","23.9","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-04","8.28",,"0.00",,"0.0","0.0",,"52","30",,"  350","   10","16.1","19.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-05","15.88",,"0.00",,"0.0","0.0",,"67","28",,"  360","   10","36.9","48.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-06","15.21",,"0.00",,"0.0","0.0",,"38","24",,"  360","   10","33.1","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-07","12.30",,"0.00",,"0.0","0.0",,"35","19",,"   20","   30","23.0","29.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-08","10.74",,"0.00",,"0.0","0.0",,"25","13",,"   20","   20","19.9","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-09","17.22",,"0.00",,"0.0","0.0",,"47","24",,"  200","  200","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-10","17.00",,"0.00",,"0.0","0.0",,"71","24",,"  200","  200","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-11","12.75",,"0.00",,"0.0","0.0",,"56","30",,"  240","  240","29.1","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-12","12.97",,"0.00",,"0.0","0.0",,"59","22",,"  200","  200","23.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-13","10.51",,"0.00",,"0.0","0.0",,"51","24",,"  330","  310","21.0","29.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-14","10.74",,"0.00",,"0.0","0.0",,"42","21",,"   10","   20","23.0","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-15","15.43",,"0.00",,"0.0","0.0",,"47","17",,"  190","  190","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-16","23.71",,"0.00",,"0.0","0.0",,"74","45",,"  250","  250","46.1","57.9",,,,,,,"    1","    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-17","19.01",,"0.03",,"0.5","0.0",,"54","0",,"  350","  340","31.1","40.0","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-18","8.05",,"0.00",,"0.0","0.0",,"26","-3",,"  190","  160","15.0","18.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-19","14.32",,"0.00",,"0.0","0.0",,"49","9",,"  190","  200","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-20","10.29",,"0.00",,"0.0","0.0",,"58","20",,"  210","  210","23.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2016-12-21","13.87",,"0.00",,"0.0","0.0",,"64","28",,"  360","   20","33.1","40.0",,,,,,,,,,
