"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-26","16.11",,"0.00",,"0.0","0.0",,"88","53",,"  220","  230","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-27","18.34",,"0.00",,"0.0","0.0",,"73","53",,"  260","  220","32.0","38.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-28","17.00",,"0.00",,"0.0","0.0",,"65","37",,"  290","  260","29.1","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-29","11.41",,"0.00",,"0.0","0.0",,"69","30",,"  160","  160","21.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-30","14.32",,"0.00",,"0.0","0.0",,"71","43",,"  100","  110","33.1","40.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-03-31","11.86",,"0.00",,"0.0","0.0",,"70","38",,"  140","  190","23.0","30.0","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-01","19.01",,"0.00",,"0.0","0.0",,"81","47",,"  190","  210","31.1","40.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-02","17.90",,"0.00",,"0.0","0.0",,"82","30",,"  360","   10","33.1","40.0","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-03","17.67",,"0.00",,"0.0","0.0",,"50","25",,"  360","   10","30.0","38.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-04","7.61",,"0.00",,"0.0","0.0",,"60","28",,"  140","  130","19.9","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-05","18.12",,"0.00",,"0.0","0.0",,"70","38",,"  170","  170","25.1","33.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-06","18.12",,"0.00",,"0.0","0.0",,"80","53",,"  200","  180","25.9","33.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-07","12.30",,"0.00",,"0.0","0.0",,"85","45",,"  240","  260","23.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-08","12.75",,"0.00",,"0.0","0.0",,"82","51",,"  300","  300","23.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-09","12.75",,"0.00",,"0.0","0.0",,"63","42",,"   70","   80","19.9","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-10","14.99",,"0.00",,"0.0","0.0",,"66","38",,"  180","  180","25.9","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-11","18.34",,"0.00",,"0.0","0.0",,"81","50",,"  230","  240","29.1","36.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-12","22.15",,"0.00",,"0.0","0.0",,"63","32",,"  350","  360","40.0","51.0",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-13","11.86",,"0.03",,"0.6","0.0",,"33","25",,"   20","   10","25.1","30.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-14","5.59",,"0.09",,"1.1","1.2",,"41","27",,"  180","  180","13.0","15.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-15","14.99",,"0.00",,"0.0","0.0",,"67","26",,"  230","  220","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-16","21.92",,"0.00",,"0.0","0.0",,"79","34",,"   10","   10","40.0","53.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-17","13.87",,"0.00",,"0.0","0.0",,"55","28",,"  360","  360","35.1","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-18","15.66",,"0.00",,"0.0","0.0",,"75","37",,"  200","  190","28.0","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-19","10.51",,"0.00",,"0.0","0.0",,"75","42",,"  340","  350","19.9","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-20","8.05",,"0.00",,"0.0","0.0",,"74","42",,"  350","   10","25.9","32.0","    1","    1","    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-21","12.53",,"0.00",,"0.0","0.0",,"77","42",,"  120","  150","23.9","34.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-22","14.32",,"0.00",,"0.0","0.0",,"71","48",,"  330","  330","29.1","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-23","8.50",,"0.00",,"0.0","0.0",,"80","42",,"  210","  220","19.9","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-24","16.78",,"0.00",,"0.0","0.0",,"72","45",,"  350","  360","31.1","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-25","7.38",,"0.00",,"0.0","0.0",,"69","37",,"   90","  100","16.1","19.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-26","18.79",,"0.00",,"0.0","0.0",,"83","45",,"  190","  200","32.0","38.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-27","12.53",,"0.00",,"0.0","0.0",,"86","54",,"   10","   10","23.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-28","16.55",,"0.00",,"0.0","0.0",,"86","53",,"   30","   30","28.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-29","13.20",,"0.00",,"0.0","0.0",,"77","47",,"  350","  350","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-04-30","18.12",,"0.00",,"0.0","0.0",,"90","46",,"  210","  190","30.0","40.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-01","11.41",,"0.00",,"0.0","0.0",,"95","63",,"   80","   80","21.9","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-02","12.53",,"0.00",,"0.0","0.0",,"88","51",,"  330","  340","23.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-03","11.41",,"0.00",,"0.0","0.0",,"88","52",,"  130","  130","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-04","15.21",,"0.00",,"0.0","0.0",,"88","56",,"   30","   30","32.0","40.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-05","11.86",,"0.00",,"0.0","0.0",,"73","51",,"   30","   50","25.1","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-06","12.30",,"0.00",,"0.0","0.0",,"79","43",,"  140","  150","21.9","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-07","17.45",,"0.00",,"0.0","0.0",,"93","53",,"   20","   20","53.9","67.1",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-08","18.79",,"0.00",,"0.0","0.0",,"61","42",,"   10","   10","36.9","47.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-09","11.86",,"0.00",,"0.0","0.0",,"75","40",,"  190","  190","25.1","29.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-10","15.21",,"0.00",,"0.0","0.0",,"71","46",,"  110","  110","28.0","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-11","17.45",,"0.05",,"0.0","0.0",,"71","45",,"  130","  140","29.1","36.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-12","12.08",,"0.00",,"0.0","0.0",,"65","39",,"  150","  140","23.9","28.0","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-13","20.80",,"0.00",,"0.0","0.0",,"91","52",,"  200","  190","33.1","40.9","    1","    1",,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-14","11.41",,"0.00",,"0.0","0.0",,"90","56",,"  170","  170","30.0","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-15","10.07",,"0.00",,"0.0","0.0",,"84","50",,"  110","  100","31.1","38.9","    1",,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-16","10.07",,"0.21",,"0.0","0.0",,"79","54",,"  190","  190","32.0","36.9","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-17","8.05",,"0.00",,"0.0","0.0",,"85","56",,"  200","  180","17.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-18","15.21",,"0.00",,"0.0","0.0",,"94","56",,"  120","  120","23.9","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-19","13.87",,"0.00",,"0.0","0.0",,"89","57",,"  210","  220","38.0","45.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-20","17.00",,"0.00",,"0.0","0.0",,"79","62",,"  140","  140","33.1","38.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-21","17.00",,"0.00",,"0.0","0.0",,"91","61",,"  220","  220","36.0","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-22","9.84",,"0.00",,"0.0","0.0",,"87","50",,"  120","  120","19.9","25.9","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-23","20.13",,"0.05",,"0.0","0.0",,"92","60",,"  160","  160","38.9","49.0","    1",,"    1",,"    1",,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-24","16.33",,"0.00",,"0.0","0.0",,"91","60",,"  100","   90","30.0","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-25","12.30",,"0.12",,"0.0","0.0",,"65","46",,"  360","  360","25.9","31.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-26","9.17",,"0.00",,"0.0","0.0",,"81","47",,"  130","  330","18.1","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-27","10.51",,"0.00",,"0.0","0.0",,"84","50",,"  350","   20","21.9","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-28","11.63",,"0.00",,"0.0","0.0",,"84","56",,"   30","  350","23.0","29.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-29","11.86",,"0.00",,"0.0","0.0",,"88","53",,"  150","  180","23.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-30","18.12",,"0.00",,"0.0","0.0",,"89","59",,"  190","  160","30.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-05-31","14.09",,"0.00",,"0.0","0.0",,"89","58",,"  150","  150","23.0","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-01","14.99",,"0.00",,"0.0","0.0",,"88","59",,"  190","  160","23.0","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-02","12.97",,"0.00",,"0.0","0.0",,"91","61",,"  200","  200","21.9","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-03","10.51",,"0.00",,"0.0","0.0",,"97","62",,"   20","   20","28.0","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-04","16.11",,"0.50",,"0.0","0.0",,"98","61",,"  330","  320","36.9","46.1",,,"    1",,"    1",,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-05","17.22",,"0.00",,"0.0","0.0",,"99","64",,"  140","  140","28.0","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-06","20.80",,"0.00",,"0.0","0.0",,"96","68",,"  170","  150","36.0","42.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-07","25.50",,"0.00",,"0.0","0.0",,"94","72",,"  170","  180","35.1","42.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-08","16.78",,"0.00",,"0.0","0.0",,"100","66",,"  230","  200","29.1","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-09","21.92",,"0.00",,"0.0","0.0",,"82","47",,"  320","  310","46.1","57.9",,,,,,,"    1","    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-10","8.50",,"0.00",,"0.0","0.0",,"86","45",,"  190","  200","18.1","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-11","21.70",,"0.00",,"0.0","0.0",,"93","60",,"  180","  180","31.1","40.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-12","17.90",,"0.00",,"0.0","0.0",,"94","64",,"  200","  200","31.1","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-13","20.80",,"0.00",,"0.0","0.0",,"95","61",,"  170","  160","33.1","47.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-14","19.69",,"0.00",,"0.0","0.0",,"92","67",,"  200","  200","31.1","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-15","17.22",,"0.00",,"0.0","0.0",,"91","64",,"  190","  170","25.9","42.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-16","19.01",,"0.00",,"0.0","0.0",,"92","68",,"  160","  190","28.0","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-17","23.04",,"0.00",,"0.0","0.0",,"94","70",,"  150","  170","32.0","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-18","9.62",,"0.00",,"0.0","0.0",,"94","65",,"  130","  160","19.9","23.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-19","13.20",,"1.74",,"0.0","0.0",,"89","58",,"  100","  100","28.0","38.0","    1",,"    1",,"    1",,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-20","14.99",,"0.34",,"0.0","0.0",,"86","60",,"  100","  110","28.0","34.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-21","18.34",,"0.00",,"0.0","0.0",,"96","66",,"   80","  100","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-22","15.66",,"0.21",,"0.0","0.0",,"91","62",,"  350","  360","40.0","55.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-23","9.84",,"0.00",,"0.0","0.0",,"85","61",,"  110","  120","16.1","21.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-24","14.54",,"0.00",,"0.0","0.0",,"90","65",,"  210","  210","25.1","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-25","17.22",,"0.00",,"0.0","0.0",,"94","63",,"  210","  190","23.9","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-26","15.43",,"0.00",,"0.0","0.0",,"96","67",,"  180","  160","25.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-27","19.01",,"0.00",,"0.0","0.0",,"95","68",,"  190","  180","32.0","38.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-28","16.11",,"0.00",,"0.0","0.0",,"96","71",,"  170","  160","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-29","16.55",,"0.00",,"0.0","0.0",,"100","69",,"  210","  210","29.1","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-06-30","16.33",,"0.00",,"0.0","0.0",,"98","70",,"  220","  210","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-01","10.07",,"0.00",,"0.0","0.0",,"98","59",,"  170","  180","28.0","33.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-02","13.42",,"0.30",,"0.0","0.0",,"94","70",,"   70","   70","38.9","49.0",,,"    1",,"    1",,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-03","9.17",,"0.00",,"0.0","0.0",,"94","66",,"  120","  120","21.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-04","11.41",,"0.00",,"0.0","0.0",,"92","67",,"  100","  100","31.1","36.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-05","8.95",,"0.12",,"0.0","0.0",,"88","64",,"  250","  250","21.9","27.1","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-06","8.28",,"0.00",,"0.0","0.0",,"90","64",,"  110","  100","18.1","23.0","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-07","10.96",,"0.00",,"0.0","0.0",,"92","67",,"  330","  140","23.9","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-08","17.67",,"0.00",,"0.0","0.0",,"101","68",,"  210","  200","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-09","15.66",,"0.00",,"0.0","0.0",,"107","77",,"  230","  230","30.0","36.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-10","15.21",,"0.00",,"0.0","0.0",,"104","74",,"  130","  130","35.1","45.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-11","13.65",,"0.34",,"0.0","0.0",,"109","72",,"  350","  210","25.9","34.0",,,"    1",,"    1",,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-12","13.65",,"0.00",,"0.0","0.0",,"104","68",,"  170","  140","32.0","47.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-13","11.63",,"0.00",,"0.0","0.0",,"110","71",,"  300","  270","33.1","50.1",,,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-14","12.30",,"0.00",,"0.0","0.0",,"108","73",,"  340","  340","30.0","38.9",,,,,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-15","12.53",,"0.03",,"0.0","0.0",,"92","65",,"  300","  300","30.0","38.0","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-16","11.41",,"0.00",,"0.0","0.0",,"100","64",,"  130","  120","21.9","29.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-17","16.11",,"0.00",,"0.0","0.0",,"102","71",,"  180","  170","25.9","34.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-18","15.66",,"0.00",,"0.0","0.0",,"102","72",,"  170","  170","28.0","36.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-19","12.08",,"0.26",,"0.0","0.0",,"98","68",,"  150","  150","35.1","40.9","    1",,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-20","13.42",,"0.05",,"0.0","0.0",,"93","67",,"  150","  140","25.9","34.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-21","9.17",,"0.00",,"0.0","0.0",,"93","66",,"  130","  130","25.1","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-22","10.29",,"0.00",,"0.0","0.0",,"93","65",,"  130","  180","23.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-23","11.41",,"0.00",,"0.0","0.0",,"91","67",,"  240","  240","31.1","38.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-24","13.65",,"0.00",,"0.0","0.0",,"92","71",,"  140","  140","23.9","29.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-25","13.42",,"0.00",,"0.0","0.0",,"94","70",,"  120","  120","21.9","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-26","11.41",,"0.00",,"0.0","0.0",,"95","70",,"  130","  150","19.9","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-27","11.41",,"1.06",,"0.0","0.0",,"90","65",,"  280","  280","40.9","53.0","    1",,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-28","8.50",,"0.01",,"0.0","0.0",,"89","66",,"  180","  180","23.0","29.1","    1",,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-29","6.49",,"0.00",,"0.0","0.0",,"96","68",,"  280","  280","17.0","21.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-30","13.42",,"0.00",,"0.0","0.0",,"91","65",,"   20","  350","23.0","31.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-07-31","9.84",,"0.00",,"0.0","0.0",,"87","56",,"   10","   10","21.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-01","8.72",,"0.14",,"0.0","0.0",,"90","62",,"   40","   40","23.0","29.1",,,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-02","7.61",,"0.00",,"0.0","0.0",,"95","63",,"  100","  100","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-03","11.18",,"0.00",,"0.0","0.0",,"89","63",,"  120","  170","21.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-04","17.90",,"0.00",,"0.0","0.0",,"96","63",,"  130","  160","30.0","36.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-05","15.21",,"0.05",,"0.0","0.0",,"93","63",,"   70","   70","36.0","44.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-06","16.33",,"0.04",,"0.0","0.0",,"100","68",,"  200","  210","32.0","38.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-07","15.88",,"0.00",,"0.0","0.0",,"101","69",,"  340","  340","31.1","36.9",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-08","18.12",,"0.00",,"0.0","0.0",,"99","71",,"  210","  220","31.1","40.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-09","16.11",,"0.00",,"0.0","0.0",,"99","70",,"  190","  190","30.0","34.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-10","14.76",,"0.00",,"0.0","0.0",,"100","71",,"  200","  190","28.0","35.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-11","15.21",,"0.00",,"0.0","0.0",,"98","67",,"  150","  150","25.1","36.0",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-12","12.75",,"0.00",,"0.0","0.0",,"104","71",,"  190","  190","31.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-13","13.20",,"0.00",,"0.0","0.0",,"97","73",,"  290","  300","25.1","30.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-14","8.50",,"0.16",,"0.0","0.0",,"104","66",,"   80","  140","28.0","32.0","    1",,"    1",,"    1",,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-15","8.95",,"0.00",,"0.0","0.0",,"97","62",,"   80","  100","30.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-16","10.29",,"0.00",,"0.0","0.0",,"99","61",,"   90","   80","29.1","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-17","8.95",,"0.00",,"0.0","0.0",,"91","62",,"   20","   20","36.0","47.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-18","6.93",,"0.00",,"0.0","0.0",,"94","63",,"  130","  130","18.1","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-19","16.78",,"0.05",,"0.0","0.0",,"95","67",,"  130","  120","30.0","36.0",,,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-20","16.33",,"0.00",,"0.0","0.0",,"93","64",,"  150","  140","25.1","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-21","11.63",,"0.00",,"0.0","0.0",,"95","67",,"  180","  200","19.9","32.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-22","11.41",,"0.00",,"0.0","0.0",,"95","63",,"  130","  120","19.9","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-23","14.32",,"0.00",,"0.0","0.0",,"97","66",,"  120","  130","23.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-24","12.97",,"0.00",,"0.0","0.0",,"94","65",,"  130","  140","21.0","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-25","12.30",,"0.00",,"0.0","0.0",,"94","65",,"  130","  190","18.1","25.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-26","12.75",,"0.00",,"0.0","0.0",,"96","66",,"  150","  180","21.0","27.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-27","11.86",,"0.00",,"0.0","0.0",,"100","65",,"  210","  240","21.9","28.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-28","11.41",,"0.00",,"0.0","0.0",,"105","66",,"  230","  180","28.0","35.1",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-29","8.95",,"1.41",,"0.0","0.0",,"92","62",,"  320","  330","46.1","68.0","    1","    1","    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-30","10.96",,"0.15",,"0.0","0.0",,"93","65",,"  250","  270","23.0","31.1",,,"    1",,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-08-31","9.84",,"0.00",,"0.0","0.0",,"77","63",,"  360","  350","32.0","40.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-09-01","8.72",,"0.19",,"0.0","0.0",,"93","62",,"   80","  340","31.1","47.0",,,"    1",,,,,"    1",,
"USW00023047","AMARILLO AIRPORT, TX US","2020-09-02","8.05",,"0.00",,"0.0","0.0",,"85","63",,"  110","  110","19.9","23.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-09-03","10.96",,"0.00",,"0.0","0.0",,"91","62",,"  360","  360","21.0","25.9",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-09-04","8.05",,"0.00",,"0.0","0.0",,"89","58",,"  140","  150","15.0","19.0",,,,,,,,,,
"USW00023047","AMARILLO AIRPORT, TX US","2020-09-05","10.51",,"0.00",,"0.0","0.0",,"89","62",,"  170","  180","17.0","21.9",,,,,,,,,,
